Tenure Months,Monthly Charges,Total Charges,CLTV,Gender_Male,Senior Citizen_Yes,Partner_Yes,Dependents_Yes,Phone Service_Yes,Multiple Lines_No phone service,Multiple Lines_Yes,Internet Service_Fiber optic,Internet Service_No,Online Security_No internet service,Online Security_Yes,Online Backup_No internet service,Online Backup_Yes,Device Protection_No internet service,Device Protection_Yes,Tech Support_No internet service,Tech Support_Yes,Streaming TV_No internet service,Streaming TV_Yes,Streaming Movies_No internet service,Streaming Movies_Yes,Contract_One year,Contract_Two year,Paperless Billing_Yes,Payment Method_Credit card (automatic),Payment Method_Electronic check,Payment Method_Mailed check,Churn Label_Yes,churn_prob,Churn,customer_value,monthly_charges,tenure,expected_roi,risk_level
1,62.05,62.05,2937,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,0.9962003509080082,1,2937,62.05,1,587.4,High
1,85.0,85.0,2650,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True,0.9984851774563152,1,2650,85.0,1,530.0,High
70,98.3,6859.5,4794,True,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,0.9929795861029717,1,4794,98.3,70,958.8000000000001,High
49,19.9,1022.6,5240,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False,False,0.0008199882276095211,0,5240,19.9,49,0.0,Low
17,76.65,1313.55,3182,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,0.9975178827777681,1,3182,76.65,17,636.4000000000001,High
33,66.4,2245.4,3843,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,0.0051144813191011705,0,3843,66.4,33,0.0,Low
17,100.45,1622.45,5508,True,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,False,True,0.9970426267399393,1,5508,100.45,17,1101.6000000000001,High
21,75.9,1549.75,3503,True,False,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,0.0034810603495497154,0,3503,75.9,21,0.0,Low
35,85.95,3110.1,3833,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,True,False,False,True,0.9913543371559015,1,3833,85.95,35,766.6,High
12,60.65,743.3,3740,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,True,False,False,0.007533925674744405,0,3740,60.65,12,0.0,Low
9,50.85,466.6,4623,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.006437647291450359,0,4623,50.85,9,0.0,Low
72,24.45,1709.1,5335,False,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,0.00023490195120790924,0,5335,24.45,72,0.0,Low
18,59.1,1011.05,2422,True,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,0.008246573347967813,0,2422,59.1,18,0.0,Low
58,109.1,6393.65,4935,False,False,True,False,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,True,True,False,False,False,0.0025592294367170368,0,4935,109.1,58,0.0,Low
30,101.3,2974.5,2440,False,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,0.005495939284305991,0,2440,101.3,30,0.0,Low
56,115.85,6567.9,4937,True,False,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,0.0010529276460732055,0,4937,115.85,56,0.0,Low
10,94.9,1048.85,2832,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,True,0.9981264605891029,1,2832,94.9,10,566.4,High
2,35.1,68.75,2643,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,0.9989703794193665,1,2643,35.1,2,528.6,High
18,24.65,471.35,5231,False,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False,False,0.0012562254314049473,0,5231,24.65,18,0.0,Low
51,56.15,2898.95,4132,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,False,0.0020405351547972007,0,4132,56.15,51,0.0,Low
60,109.45,6572.85,4350,True,False,True,False,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,0.004665908762728318,0,4350,109.45,60,0.0,Low
24,55.15,1319.85,2200,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0.002460453823362127,0,2200,55.15,24,0.0,Low
70,115.65,7968.85,5563,True,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False,False,True,0.9867575723146699,1,5563,115.65,70,1112.6000000000001,High
12,53.75,648.65,5385,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,0.005322163121288409,0,5385,53.75,12,0.0,Low
25,61.6,1611.0,3807,True,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,0.004338734222779177,0,3807,61.6,25,0.0,Low
36,20.35,695.85,3526,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,0.0016912552240669714,0,3526,20.35,36,0.0,Low
11,90.6,1020.2,2004,True,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,0.006983769531784868,0,2004,90.6,11,0.0,Low
7,89.75,608.8,3807,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,True,0.9971340483047741,1,3807,89.75,7,761.4000000000001,High
26,98.1,2510.7,3114,False,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,0.013800441715450647,0,3114,98.1,26,0.0,Low
41,74.25,3089.1,3277,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,0.006089959809637742,0,3277,74.25,41,0.0,Low
57,55.0,3094.05,4622,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,0.005475622829394984,0,4622,55.0,57,0.0,Low
28,90.1,2598.95,5958,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,True,0.9961345855528707,1,5958,90.1,28,1191.6000000000001,High
10,64.9,685.55,4883,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,0.0039887287602634975,0,4883,64.9,10,0.0,Low
41,56.3,2364.0,2994,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,0.004084498147346222,0,2994,56.3,41,0.0,Low
22,89.05,1886.25,5479,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,0.005168038401444939,0,5479,89.05,22,0.0,Low
57,112.95,6465.0,4738,False,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,False,True,0.9927607124662224,1,4738,112.95,57,947.6,High
13,19.45,270.2,3799,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,0.0028713365072825315,0,3799,19.45,13,0.0,Low
61,100.7,6018.65,4804,False,False,True,True,True,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,True,True,False,True,True,False,False,False,0.0015398622519865641,0,4804,100.7,61,0.0,Low
1,20.05,20.05,5811,False,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,0.002109872956465908,0,5811,20.05,1,0.0,Low
18,19.35,309.25,2269,False,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,0.0012631939943739592,0,2269,19.35,18,0.0,Low
6,87.95,522.35,2684,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,0.013230533340014046,0,2684,87.95,6,0.0,Low
7,59.5,415.95,4661,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,True,0.9960701324632254,1,4661,59.5,7,932.2,High
9,55.3,501.2,4291,False,False,True,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0.004555756146563062,0,4291,55.3,9,0.0,Low
1,49.25,49.25,4478,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,0.9947547079596313,1,4478,49.25,1,895.6,High
9,80.8,713.1,3890,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,0.9979513832256064,1,3890,80.8,9,778.0,High
49,20.45,900.9,6061,False,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,0.0008454415280457434,0,6061,20.45,49,0.0,Low
15,99.1,1426.4,2966,False,False,False,True,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False,True,0.9933913494931574,1,2966,99.1,15,593.2,High
30,19.55,608.5,5203,False,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,0.0018104699364594923,0,5203,19.55,30,0.0,Low
70,75.65,5411.4,4181,False,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,0.003003711270963381,0,4181,75.65,70,0.0,Low
25,105.5,2686.05,5822,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,0.004764766382120375,0,5822,105.5,25,0.0,Low
49,35.8,1782.0,4865,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,0.0018887616239048645,0,4865,35.8,49,0.0,Low
18,25.15,476.8,2675,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.010151990432836587,0,2675,25.15,18,0.0,Low
25,19.2,532.1,2159,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,False,0.0035520806031626335,0,2159,19.2,25,0.0,Low
23,40.1,857.75,2327,True,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,0.0017444021839401668,0,2327,40.1,23,0.0,Low
67,103.15,6895.5,4376,True,False,True,True,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,0.001496065470872091,0,4376,103.15,67,0.0,Low
35,20.5,759.35,2009,True,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,0.0009682606570488811,0,2009,20.5,35,0.0,Low
1,45.85,45.85,5930,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,0.9970452129773404,1,5930,45.85,1,1186.0,High
72,114.45,8375.05,6274,True,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,0.0017130874064674678,0,6274,114.45,72,0.0,Low
1,20.7,20.7,3061,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,0.006789150972187503,0,3061,20.7,1,0.0,Low
60,80.95,4859.1,6214,True,True,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0.002059272332252664,0,6214,80.95,60,0.0,Low
7,59.1,369.25,4770,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,True,False,False,0.007257826169231356,0,4770,59.1,7,0.0,Low
64,19.55,1240.15,6036,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,0.0003668058862698288,0,6036,19.55,64,0.0,Low
15,48.85,736.8,5584,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.006950536957297318,0,5584,48.85,15,0.0,Low
2,19.85,35.9,2362,True,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,True,0.9943384551877712,1,2362,19.85,2,472.40000000000003,High
13,78.75,995.35,5631,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,0.007301007407308568,0,5631,78.75,13,0.0,Low
26,98.35,2515.3,4997,True,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,True,0.9974039251011979,1,4997,98.35,26,999.4000000000001,High
52,35.45,1958.95,5509,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,0.0016659268050751182,0,5509,35.45,52,0.0,Low
1,20.2,20.2,5394,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,0.9959009880354981,1,5394,20.2,1,1078.8,High
15,89.85,1424.95,2668,False,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,0.9979761753849862,1,2668,89.85,15,533.6,High
2,74.9,147.15,2078,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0.997903561271221,1,2078,74.9,2,415.6,High
31,91.15,2995.45,5219,False,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,0.9968833373349679,1,5219,91.15,31,1043.8,High
26,75.5,2018.1,5184,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.00527468580707082,0,5184,75.5,26,0.0,Low
10,29.75,301.9,2013,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.01022986624545205,0,2013,29.75,10,0.0,Low
1,20.05,20.05,2067,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,0.006042288364562063,0,2067,20.05,1,0.0,Low
2,79.6,195.05,4322,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,0.9983607675864306,1,4322,79.6,2,864.4000000000001,High
2,19.3,28.3,2279,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0.9947288052993615,1,2279,19.3,2,455.8,High
13,48.75,633.4,2655,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,0.9985652704913099,1,2655,48.75,13,531.0,High
33,74.75,2453.3,5344,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,False,False,0.0027200116472242564,0,5344,74.75,33,0.0,Low
46,91.3,4126.35,3191,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,0.006262612658682817,0,3191,91.3,46,0.0,Low
13,49.15,649.4,3000,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,0.014777201721009445,0,3000,49.15,13,0.0,Low
37,106.75,4056.75,5849,False,True,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,0.9959733721223124,1,5849,106.75,37,1169.8,High
61,19.1,1143.8,4376,False,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0.0003091767811583469,0,4376,19.1,61,0.0,Low
1,20.8,20.8,3678,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,0.00495388480309191,0,3678,20.8,1,0.0,Low
9,75.85,647.5,4843,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,0.004348254364376212,0,4843,75.85,9,0.0,Low
3,69.6,207.4,5487,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0.009546399051017207,0,5487,69.6,3,0.0,Low
69,19.9,1363.45,5570,True,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,0.0003267374051201579,0,5570,19.9,69,0.0,Low
62,20.3,1296.15,4574,False,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,0.00030545003135805095,0,4574,20.3,62,0.0,Low
20,19.7,419.4,2120,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,0.0027836681483862286,0,2120,19.7,20,0.0,Low
61,104.0,6363.45,4344,True,False,False,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,False,False,True,False,False,0.004078768043829819,0,4344,104.0,61,0.0,Low
4,23.9,97.5,5685,False,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,0.004324883180112581,0,5685,23.9,4,0.0,Low
63,102.6,6296.75,4004,True,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,0.003975108725476007,0,4004,102.6,63,0.0,Low
50,35.0,1782.4,5629,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0.0025249352312414087,0,5629,35.0,50,0.0,Low
1,80.5,80.5,2734,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,0.9981199948194858,1,2734,80.5,1,546.8000000000001,High
70,74.1,5222.3,6325,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False,0.000878802593616687,0,6325,74.1,70,0.0,Low
72,76.8,5468.45,5120,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,False,False,False,0.002414838723963249,0,5120,76.8,72,0.0,Low
35,60.55,1982.6,3463,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0.003596543623984535,0,3463,60.55,35,0.0,Low
12,67.25,832.3,4334,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,0.005483546222532122,0,4334,67.25,12,0.0,Low
56,109.8,6109.65,5648,False,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,0.0034545685580565557,0,5648,109.8,56,0.0,Low
12,73.75,871.4,2010,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,0.9962556155311867,1,2010,73.75,12,402.0,High
36,55.8,1941.5,4770,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,0.0038563406072065804,0,4770,55.8,36,0.0,Low
40,105.75,4228.55,4078,False,False,True,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,0.004760075246694726,0,4078,105.75,40,0.0,Low
3,19.6,59.75,5000,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,True,0.9946479621517169,1,5000,19.6,3,1000.0,High
40,103.75,4188.4,3568,False,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,True,False,False,False,0.005853065450752878,0,3568,103.75,40,0.0,Low
67,70.9,4677.1,4361,True,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,0.00089106299584928,0,4361,70.9,67,0.0,Low
67,72.35,4991.5,4910,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,True,False,False,False,False,0.0015386592542813542,0,4910,72.35,67,0.0,Low
7,66.85,458.1,4858,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,0.010927776714736723,0,4858,66.85,7,0.0,Low
3,90.4,268.45,5625,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,0.008404169920142715,0,5625,90.4,3,0.0,Low
42,100.3,4222.95,3286,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,0.007974424891233048,0,3286,100.3,42,0.0,Low
40,26.2,1077.5,2211,False,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,0.0014894216727600845,0,2211,26.2,40,0.0,Low
53,94.0,4871.45,6355,False,True,True,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,0.003385795535896631,0,6355,94.0,53,0.0,Low
3,19.55,61.05,3889,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,0.0060818320052098696,0,3889,19.55,3,0.0,Low
9,90.1,816.8,2893,False,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,0.015710060973515974,0,2893,90.1,9,0.0,Low
72,20.1,1326.25,4603,False,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False,False,0.00020634213350035572,0,4603,20.1,72,0.0,Low
46,85.0,3969.4,2097,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,0.9960086278774772,1,2097,85.0,46,419.40000000000003,High
61,24.1,1551.6,5970,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,0.0005697693455239448,0,5970,24.1,61,0.0,Low
54,69.95,3871.85,5077,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,0.0014265624307446517,0,5077,69.95,54,0.0,Low
11,41.6,470.6,3119,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,True,0.9980500644442554,1,3119,41.6,11,623.8000000000001,High
29,19.55,521.8,5758,False,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,0.0013741975497558547,0,5758,19.55,29,0.0,Low
67,111.3,7482.1,4146,True,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,True,False,True,False,True,0.9940960943412098,1,4146,111.3,67,829.2,High
49,97.95,4917.9,4301,True,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,True,False,True,False,False,0.0031377055759093655,0,4301,97.95,49,0.0,Low
72,100.55,7325.1,6082,True,False,True,False,True,False,True,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,0.0020687527254666053,0,6082,100.55,72,0.0,Low
71,87.25,6328.7,4135,False,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,0.0005684084161359918,0,4135,87.25,71,0.0,Low
44,74.85,3268.05,3253,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,False,False,False,False,0.003801356807153781,0,3253,74.85,44,0.0,Low
41,60.3,2511.3,4565,True,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,0.0029354207982471322,0,4565,60.3,41,0.0,Low
11,58.95,601.6,3880,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,0.009973720368276076,0,3880,58.95,11,0.0,Low
13,19.3,279.3,5917,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,0.003316858671027337,0,5917,19.3,13,0.0,Low
55,88.8,4805.3,4291,False,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,0.0024664274889410163,0,4291,88.8,55,0.0,Low
11,48.55,501.0,4444,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0.995265095497449,1,4444,48.55,11,888.8000000000001,High
48,45.55,2108.35,4106,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,0.0019631837897647964,0,4106,45.55,48,0.0,Low
31,81.7,2548.65,4850,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,0.0034611526323294916,0,4850,81.7,31,0.0,Low
63,109.2,7049.75,4273,True,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,0.001984471091052522,0,4273,109.2,63,0.0,Low
61,65.2,3965.05,6238,False,True,True,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,0.0015845030126824685,0,6238,65.2,61,0.0,Low
72,24.25,1784.5,5897,False,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,0.00018515150109582203,0,5897,24.25,72,0.0,Low
53,108.25,5935.1,5989,False,False,True,True,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,0.0022896557029251073,0,5989,108.25,53,0.0,Low
7,48.2,340.35,5525,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0.00934476331904473,0,5525,48.2,7,0.0,Low
28,81.05,2227.1,5201,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,0.9967376335883924,1,5201,81.05,28,1040.2,High
16,72.65,1194.3,2850,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,0.9978425848249168,1,2850,72.65,16,570.0,High
7,71.05,472.65,4668,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0.006163184734567794,0,4668,71.05,7,0.0,Low
5,64.0,370.25,4421,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,0.013008258862074443,0,4421,64.0,5,0.0,Low
71,23.9,1663.5,5471,False,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,0.00019724135506326147,0,5471,23.9,71,0.0,Low
